Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Hotel_Link
"The Fern Residency, Noida",4.1,noida,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,5278.0,https://www.agoda.com/search?text=The%20Fern%20Residency%2C%20Noida%20noida%20India
Treebo Trend Noida Grand,4.0,noida,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,Business center,Kid-friendly,2371.0,https://www.agoda.com/search?text=Treebo%20Trend%20Noida%20Grand%20noida%20India
Noida Suites,3.7,noida,3-star hotel,Free breakfast,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,2036.0,https://www.agoda.com/search?text=Noida%20Suites%20noida%20India
Radisson Noida,4.3,noida,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,3584.0,https://www.agoda.com/search?text=Radisson%20Noida%20noida%20India
"The Fern Residency, Noida",4.1,noida,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,4677.0,https://www.agoda.com/search?text=The%20Fern%20Residency%2C%20Noida%20noida%20India
Regenta Central Noida,3.8,noida,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,Airport shuttle,4255.0,https://www.agoda.com/search?text=Regenta%20Central%20Noida%20noida%20India
Taj Studios Private Luxury Studio Apartment Central Noida,2.9,noida,4-star hotel,Free breakfast,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,2081.0,https://www.agoda.com/search?text=Taj%20Studios%20Private%20Luxury%20Studio%20Apartment%20Central%20Noida%20noida%20India
Hotel White Castle,3.9,noida,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,800.0,https://www.agoda.com/search?text=Hotel%20White%20Castle%20noida%20India
"Fortune Sector 27, Noida - Member ITC's hotel group",4.1,noida,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7196.0,https://www.agoda.com/search?text=Fortune%20Sector%2027%2C%20Noida%20-%20Member%20ITC%27s%20hotel%20group%20noida%20India
Hyphen Business Hotels,3.8,noida,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,2487.0,https://www.agoda.com/search?text=Hyphen%20Business%20Hotels%20noida%20India
Park Ascent,4.2,noida,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,6215.0,https://www.agoda.com/search?text=Park%20Ascent%20noida%20India
Mosaic Hotel Noida,4.1,noida,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6946.0,https://www.agoda.com/search?text=Mosaic%20Hotel%20Noida%20noida%20India
The Taj Studios .Com,4.0,noida,Free breakfast,Free Wi-Fi,Paid parking,Free parking,Air conditioning,Restaurant,Restaurant,Restaurant,Full-service laundry,2535.0,https://www.agoda.com/search?text=The%20Taj%20Studios%20.Com%20noida%20India
Shacon Suites,4.6,noida,Free Wi-Fi,Kitchen,Full-service laundry,Kid-friendly,Pool,Restaurant,Air conditioning,Room service,No crib,2785.0,https://www.agoda.com/search?text=Shacon%20Suites%20noida%20India
The G8,4.0,noida,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,4616.0,https://www.agoda.com/search?text=The%20G8%20noida%20India
Hotel Noida International,3.6,noida,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1288.0,https://www.agoda.com/search?text=Hotel%20Noida%20International%20noida%20India
Hotel The Emporio A Corporate Suites,4.9,noida,3-star hotel,Free Wi-Fi,Free parking,Free parking,Pool,Restaurant,Kitchen,Airport shuttle,Restaurant,3347.0,https://www.agoda.com/search?text=Hotel%20The%20Emporio%20A%20Corporate%20Suites%20noida%20India
Hotel Malhar Haveli,4.2,noida,3-star hotel,Breakfast,Paid parking,Air conditioning,Wi-Fi,Restaurant,Kitchen,Airport shuttle,Full-service laundry,3239.0,https://www.agoda.com/search?text=Hotel%20Malhar%20Haveli%20noida%20India
Ahuja Residency Noida,4.3,noida,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,3351.0,https://www.agoda.com/search?text=Ahuja%20Residency%20Noida%20noida%20India
The Amaya Inn,4.0,noida,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,Room service,Airport shuttle,2427.0,https://www.agoda.com/search?text=The%20Amaya%20Inn%20noida%20India
Treebo Trend House Inn - Hotel in Noida,3.7,noida,3-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Business center,2378.0,https://www.agoda.com/search?text=Treebo%20Trend%20House%20Inn%20-%20Hotel%20in%20Noida%20noida%20India
Hotel Tri Sea,4.1,kanyakumari,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,2215.0,https://www.agoda.com/search?text=Hotel%20Tri%20Sea%20kanyakumari%20India
Hotel Ocean Heritage,4.0,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry,2800.0,https://www.agoda.com/search?text=Hotel%20Ocean%20Heritage%20kanyakumari%20India
Hotel Sea Land,4.4,kanyakumari,Free Wi-Fi,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,Room service,Airport shuttle,Airport shuttle,1738.0,https://www.agoda.com/search?text=Hotel%20Sea%20Land%20kanyakumari%20India
The Gopinivas Grand,4.5,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Beach access,Restaurant,Room service,Full-service laundry,2240.0,https://www.agoda.com/search?text=The%20Gopinivas%20Grand%20kanyakumari%20India
Sparsa Kanyakumari,3.8,kanyakumari,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,2192.0,https://www.agoda.com/search?text=Sparsa%20Kanyakumari%20kanyakumari%20India
New Cape Hotel,3.9,kanyakumari,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible,1177.0,https://www.agoda.com/search?text=New%20Cape%20Hotel%20kanyakumari%20India
Arunachala Inn,4.5,kanyakumari,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Beach access,Airport shuttle,Free Wi-Fi,Airport shuttle,Kid-friendly,2015.0,https://www.agoda.com/search?text=Arunachala%20Inn%20kanyakumari%20India
Hotel Melody Park,4.0,kanyakumari,2-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,1016.0,https://www.agoda.com/search?text=Hotel%20Melody%20Park%20kanyakumari%20India
Hotel Sivamurugan Kanyakumari,4.0,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1357.0,https://www.agoda.com/search?text=Hotel%20Sivamurugan%20Kanyakumari%20kanyakumari%20India
Hotel Sea View,4.0,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Bar,Restaurant,Room service,4845.0,https://www.agoda.com/search?text=Hotel%20Sea%20View%20kanyakumari%20India
Hotel Sky Ark,4.0,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Airport shuttle,743.0,https://www.agoda.com/search?text=Hotel%20Sky%20Ark%20kanyakumari%20India
KKM Kanyakumari,4.4,kanyakumari,Free parking,Air conditioning,Breakfast,Wi-Fi,Room service,Smoke-free,Full-service laundry,Fitness center,Room service,1179.0,https://www.agoda.com/search?text=KKM%20Kanyakumari%20kanyakumari%20India
Hotel Samudra,3.9,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Beach access,Kitchen,Airport shuttle,2019.0,https://www.agoda.com/search?text=Hotel%20Samudra%20kanyakumari%20India
Hotel Sunview,3.9,kanyakumari,Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,Kitchen,Spa,Room service,1773.0,https://www.agoda.com/search?text=Hotel%20Sunview%20kanyakumari%20India
The Coral - Kanyakumari,4.4,kanyakumari,Free breakfast,Free breakfast,Free Wi-Fi,Air conditioning,Bar,Kid-friendly,Fitness center,Kid-friendly,Full-service laundry,3495.0,https://www.agoda.com/search?text=The%20Coral%20-%20Kanyakumari%20kanyakumari%20India
Hotel Sun Park,3.9,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Airport shuttle,Full-service laundry,1769.0,https://www.agoda.com/search?text=Hotel%20Sun%20Park%20kanyakumari%20India
Hotel Ocean Heritage,4.0,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry,2335.0,https://www.agoda.com/search?text=Hotel%20Ocean%20Heritage%20kanyakumari%20India
"TTDC Hotel Tamil Nadu, Kanyakumari",4.5,kanyakumari,4-star hotel,Free Wi-Fi,Kitchen,Free parking,Air conditioning,Room service,Full-service laundry,Smoke-free,Kitchen,2730.0,https://www.agoda.com/search?text=TTDC%20Hotel%20Tamil%20Nadu%2C%20Kanyakumari%20kanyakumari%20India
Hotel Singaar International,3.5,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,2350.0,https://www.agoda.com/search?text=Hotel%20Singaar%20International%20kanyakumari%20India
Hotel Tri Sea,4.1,kanyakumari,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,1756.0,https://www.agoda.com/search?text=Hotel%20Tri%20Sea%20kanyakumari%20India
Rehoboth Home Stay - Deluxe Double or Twin Room,4.0,kanyakumari,House,Free Wi-Fi,Free parking,1 bathroom,1 bed,Air conditioning,Airport shuttle,Kid-friendly,Crib,1427.0,https://www.agoda.com/search?text=Rehoboth%20Home%20Stay%20-%20Deluxe%20Double%20or%20Twin%20Room%20kanyakumari%20India
Hotel Sea Land,4.4,kanyakumari,Free Wi-Fi,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,Restaurant,Restaurant,No fitness center,1792.0,https://www.agoda.com/search?text=Hotel%20Sea%20Land%20kanyakumari%20India
Hotel Samudra,3.9,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Beach access,Kitchen,Airport shuttle,2019.0,https://www.agoda.com/search?text=Hotel%20Samudra%20kanyakumari%20India
Zostel Srinagar,4.5,kashmir,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,Restaurant,Kitchen,2690.0,https://www.agoda.com/search?text=Zostel%20Srinagar%20kashmir%20India
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,kashmir,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,8991.0,https://www.agoda.com/search?text=The%20Montreal%2C%20Srinagar-%20Best%20Hotels/4%20Star%20Hotels/Hotel%20Near%20Dal%20Lake/Hotel%20Near%20Mughal%20Garden%20kashmir%20India
Floating Heaven Group Of House Boats,4.3,kashmir,Free breakfast,Free Wi-Fi,Fireplace,Cable TV,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center,5306.0,https://www.agoda.com/search?text=Floating%20Heaven%20Group%20Of%20House%20Boats%20kashmir%20India
Naaz Kashmir (A Luxury Houseboat),3.3,kashmir,5-star hotel,Free breakfast,Air conditioning,Fireplace,Cable TV,Free Wi-Fi,No crib,No elevator,No fitness center,11968.0,https://www.agoda.com/search?text=Naaz%20Kashmir%20%28A%20Luxury%20Houseboat%29%20kashmir%20India
Taj Palace Group Of House Boats,2.6,kashmir,Free breakfast,Breakfast,Fireplace,Cable TV,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center,1390.0,https://www.agoda.com/search?text=Taj%20Palace%20Group%20Of%20House%20Boats%20kashmir%20India
Colonels Retreat,4.8,kashmir,3-star hotel,Wi-Fi,Air conditioning,Airport shuttle,Smoke-free,Free parking,Free Wi-Fi,No beach access,No elevator,2100.0,https://www.agoda.com/search?text=Colonels%20Retreat%20kashmir%20India
Zostel Srinagar,4.5,kashmir,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,Spa,Restaurant,1853.0,https://www.agoda.com/search?text=Zostel%20Srinagar%20kashmir%20India
Taj Palace Group of House Boats,3.5,kashmir,Free breakfast,Kitchen,Cable TV,No air conditioning,No airport shuttle,No beach access,No elevator,No fireplace,No fitness center,1359.0,https://www.agoda.com/search?text=Taj%20Palace%20Group%20Of%20House%20Boats%20kashmir%20India
"Vivanta Dal View, Srinagar",4.5,kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,28656.0,https://www.agoda.com/search?text=Vivanta%20Dal%20View%2C%20Srinagar%20kashmir%20India
The Khyber Himalayan Resort & Spa,4.6,kashmir,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,53089.0,https://www.agoda.com/search?text=The%20Khyber%20Himalayan%20Resort%20%26%20Spa%20kashmir%20India
Jamal Resorts,4.0,kashmir,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,4215.0,https://www.agoda.com/search?text=Jamal%20Resorts%20kashmir%20India
Hotel Village Walk,4.4,kashmir,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,9010.0,https://www.agoda.com/search?text=Hotel%20Village%20Walk%20kashmir%20India
Hotel Lidder Spring Resorts,4.4,kashmir,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle,6850.0,https://www.agoda.com/search?text=Hotel%20Lidder%20Spring%20Resorts%20kashmir%20India
"The Orchard Retreat & Spa, Srinagar",4.3,kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,13794.0,https://www.agoda.com/search?text=The%20Orchard%20Retreat%20%26%20Spa%2C%20Srinagar%20kashmir%20India
Hotel New Green View Srinagar (Ghulam),3.8,kashmir,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Air conditioning,Restaurant,No beach access,Restaurant,723.0,https://www.agoda.com/search?text=Hotel%20New%20Green%20View%20Srinagar%20%28Ghulam%29%20kashmir%20India
Hotel Taj Residency,3.8,kashmir,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,Room service,Restaurant,2290.0,https://www.agoda.com/search?text=Hotel%20Taj%20Residency%20kashmir%20India
Hotel Himalayan Resort,4.1,kashmir,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Kitchen,3920.0,https://www.agoda.com/search?text=Hotel%20Himalayan%20Resort%20kashmir%20India
Taj Palace Houseboat || Kashmir Glory Travels,4.1,kashmir,Free breakfast,Free Wi-Fi,Kitchen,Full-service laundry,Kid-friendly,Free Wi-Fi,Restaurant,No elevator,Beach access,2097.0,https://www.agoda.com/search?text=Taj%20Palace%20Houseboat%20%7C%7C%20Kashmir%20Glory%20Travels%20kashmir%20India
Royal Hillton Pahalgam,4.3,kashmir,Free breakfast,Wi-Fi,Free parking,Pet-friendly,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,24156.0,https://www.agoda.com/search?text=Royal%20Hillton%20Pahalgam%20kashmir%20India
"Welcomhotel By ITC Hotels, Pine N Peak, Pahalgam - Premium Resort Overlooking Lidder River And Snow Topped Mountains",4.7,kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Spa,Restaurant,26296.0,https://www.agoda.com/search?text=Welcomhotel%20By%20ITC%20Hotels%2C%20Pine%20N%20Peak%2C%20Pahalgam%20-%20Premium%20Resort%20Overlooking%20Lidder%20River%20And%20Snow%20Topped%20Mountains%20kashmir%20India
Hotel Heevan,4.2,kashmir,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,64900.0,https://www.agoda.com/search?text=Hotel%20Heevan%20kashmir%20India
The LaLiT Grand Palace Srinagar,4.3,kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,25370.0,https://www.agoda.com/search?text=The%20LaLiT%20Grand%20Palace%20Srinagar%20kashmir%20India
"Radisson Blu Hotel, Jammu",4.3,kashmir,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6440.0,https://www.agoda.com/search?text=Radisson%20Blu%20Hotel%2C%20Jammu%20kashmir%20India
"The Orchard Retreat & Spa, Srinagar",4.3,kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14172.0,https://www.agoda.com/search?text=The%20Orchard%20Retreat%20%26%20Spa%2C%20Srinagar%20kashmir%20India
"Summit Namnang Courtyard & Spa, Gangtok",4.1,sikkim,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Spa,Restaurant,Room service,Kitchen,Airport shuttle,4846.0,https://www.agoda.com/search?text=Summit%20Namnang%20Courtyard%20%26%20Spa%2C%20Gangtok%20sikkim%20India
Denzong Regency,4.5,sikkim,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Bar,Restaurant,10620.0,https://www.agoda.com/search?text=Denzong%20Regency%20sikkim%20India
Yangsan Heritage Farm | Rooms & Guided Treks,4.9,sikkim,Breakfast,Free Wi-Fi,Fireplace,Paid parking,No air conditioning,No crib,No elevator,No fitness center,No ironing board,4662.0,https://www.agoda.com/search?text=Yangsan%20Heritage%20Farm%20%7C%20Rooms%20%26%20Guided%20Treks%20sikkim%20India
The Barfung Retreat,4.2,sikkim,Free Wi-Fi,Free breakfast,3 bathrooms,Airport shuttle,Free parking,Free Wi-Fi,No air conditioning,No beach access,No elevator,3077.0,https://www.agoda.com/search?text=The%20Barfung%20Retreat%20sikkim%20India
"Karma Casa, Gangtok",4.4,sikkim,Free Wi-Fi,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No air conditioning,No crib,No elevator,3086.0,https://www.agoda.com/search?text=Karma%20Casa%2C%20Gangtok%20sikkim%20India
The Whistling Thrush,4.8,sikkim,Free Wi-Fi,Free breakfast,Fireplace,Kitchen,Paid parking,No air conditioning,No crib,No elevator,No fitness center,3180.0,https://www.agoda.com/search?text=The%20Whistling%20Thrush%20sikkim%20India
Magpie Pachhu Village Resort,4.3,sikkim,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Full-service laundry,Kid-friendly,Room service,4391.0,https://www.agoda.com/search?text=Magpie%20Pachhu%20Village%20Resort%20sikkim%20India
"MAYFAIR Spa Resort & Casino, Gangtok",4.4,sikkim,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,9800.0,https://www.agoda.com/search?text=MAYFAIR%20Spa%20Resort%20%26%20Casino%2C%20Gangtok%20sikkim%20India
Kaya Gantavya Resort & Spa | Pelling,4.6,sikkim,Free breakfast,Free Wi-Fi,Free parking,Spa,Bar,Restaurant,Room service,Full-service laundry,Kid-friendly,5643.0,https://www.agoda.com/search?text=Kaya%20Gantavya%20Resort%20%26%20Spa%20%7C%20Pelling%20sikkim%20India
Great Eastern Valley Residency,4.3,sikkim,Kid-friendly,Free parking,Air conditioning,Air conditioning,Air conditioning,Full-service laundry,Full-service laundry,Spa,Restaurant,769.0,https://www.agoda.com/search?text=Great%20Eastern%20Valley%20Residency%20sikkim%20India
"Udaan Hotels | Alpine Resort, Gangtok",4.6,sikkim,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,3360.0,https://www.agoda.com/search?text=Udaan%20Hotels%20%7C%20Alpine%20Resort%2C%20Gangtok%20sikkim%20India
